DL_score,ML_score,Fusion_Pred_Prob
0.09891844,0.0,0.46929093534509814
0.10219167,0.0,0.4723322216814562
0.06975657,0.0,0.442322009455834
0.13432181,0.0,0.5022594057067893
0.12632142,0.0,0.4948007074367058
0.98546034,0.0,0.9601957598043305
0.0693314,0.0,0.4419309307906182
0.115394615,0.0,0.48461812126604775
0.003264261,0.0,0.3823202768221586
0.10808759,0.9986731,0.4876924691624636
0.082884215,0.0,0.45443005329405817
0.023827508,0.73762816,0.40762106400382786
0.6244256,0.0,0.8625659405056039
0.020748772,0.9915001,0.40727684043397355
0.19377862,0.987344,0.5670625236302738
0.14742924,0.0,0.5144756696086055
0.6578841,0.0,0.8766998675082881
